ID,Population
184,0.0037992859268544707
185,0.0007317552574681268
186,0.0010893443962308683
187,0.00675630339662319
188,0.0026838919907137336
189,0.005410410501279979
190,0.0007317552574681268
191,0.00249128327138016
192,0.002301832072035661
193,0.0023191984319755735
194,0.001812416473729039
195,0.001177754955924968
196,0.0013253690154142231
197,0.0010775036962718371
198,0.0008138507771840763
199,0.001452459194974491
200,0.004603664144071322
201,0.002518911571284566
202,0.006172951578641587
203,0.0026965220706700334
204,0.0014114114351165164
205,0.002332617891929142
206,0.0017105864540813709
207,0.0008477941170666323
208,0.0004096882185824788
209,0.0007609623173670704
210,0.0023239347119591858
211,0.00444736690461211
212,0.001846359813611595
213,0.0020452835729233188
214,0.0035648400676656536
215,0.0017824200338328268
216,0.0042626519852512245
217,0.0039121672664639015
218,0.0018605686535624324
219,0.0027115202906181396
220,0.007270189774845144
221,0.0020610711728686936
222,0.002066596832849575
223,0.006788667976511209
224,0.0009985656965449626
225,0.006509227457478073
226,0.0017082183140895645
227,0.0008249020971458388
228,0.008692652529923421
229,0.006378190377931461
230,0.0037969177868626643
231,0.003841912446706983
232,0.0028117715502712706
233,0.002556012431156197
234,0.0016900625741523834
235,0.00143430345503731
236,0.0011856487558976553
237,0.003414068488187323
238,0.0018763562535078074
239,0.0017019032741114146
240,0.004934414362926926
241,0.004615504844030353
242,0.0017366359939912394
243,0.0047789065034649835
244,0.008246652831466581
245,0.002871764430063695
246,0.0025110177713118785
247,0.0045310411843225975
248,0.0021329047526201495
249,0.0008785799369601134
250,0.0009322577767743881
251,0.003909009746474826
252,0.003581417047608297
253,0.0021021189327266685
254,0.0007080738575500644
255,0.0032325110888155118
256,0.0031551518490831746
257,0.0023270922319482607
258,0.0020366003929533625
259,0.001204593875832105
260,0.0028393998501756766
261,0.000948045376719763
262,0.0017745262338601392
263,0.003739293047062046
264,0.0033169747485232676
265,0.0010119851564985313
266,3.394333988255604e-05
267,0.0013750999552421541
268,0.0019071420734012884
269,0.0010080382565121877
270,0.0018637261735515074
271,0.0013095814154688483
272,0.001053032916356506
273,0.0031993571289302245
274,0.0033603906483730484
275,0.002787300770355939
276,0.0014406184950154601
277,0.001452459194974491
278,0.0012274858957528989
279,0.002598638951008709
280,0.001100395716192631
281,1.7366359939912395e-05
282,0.0040905671458466375
283,0.0014627211349389848
284,0.000697022537588302
285,0.0029270210298725074
286,0.0016458572943053337
287,0.0014169370950973977
288,0.004223182985387787
289,0.00062282081784504
290,0.003348549948414017
291,0.0020492304729096624
292,0.0006930756376019583
293,0.0018668836935405823
294,0.0013316840553923733
295,0.0045657739042024225
296,0.003336709248454986
297,0.0024423417115494975
298,0.0007183357975145581
299,0.005298318541667818
300,0.0014935069548324658
301,0.004048730005991394
302,0.0012566929556518424
303,0.0005880880979652152
304,0.0023034108320301987
305,0.0023255134719537235
306,0.0005415146781263592
307,0.0006386084177904148
308,0.001378257475231229
309,0.0006812349376429271
310,0.002115538392680237
311,0.001775315613857408
312,0.002604953990986859
313,0.002450235511522185
314,0.0017674218138847206
315,0.0024770744314293225
316,0.0020934357527567123
317,0.0026815238507219277
318,0.007527527653954754
319,0.0024541824115085287
320,0.001177754955924968
321,0.0005430934381208967
322,0.0007704348773342953
323,0.0030833182693317186
324,0.0007049163375609895
325,0.0011240771161106931
326,0.0008414790770884824
327,0.001821889033696264
328,0.0017429510339693893
329,0.0026657362507765524
330,0.00030864757893207936
331,0.003256981868730843
332,0.0022694674921476424
333,0.0041252998657264625
334,0.001753212973933883
335,0.0020121296130380315
336,0.0029167590899080134
337,0.0034661675680070603
338,0.00047599613835305337
339,0.001886618193472301
340,0.0044686801645383665
341,0.0019876588331227004
342,0.0007664879773479516
343,0.0019063526934040196
344,0.0003946899986343726
345,0.003882960206564958
346,0.0017697899538765267
347,0.002308147112013811
348,0.004556301344235197
349,0.001828204073674414
350,0.0012606398556381862
351,0.0016861156741660398
352,0.0038821708265676888
353,0.0009669904966542129
354,0.0002376033791778923
355,0.00227736129212033
356,0.002725729130568977
357,0.00814640157181345
358,0.0015100839347751095
359,0.0016900625741523834
360,0.000814640157181345
361,0.001257482335649111
362,0.0013853618952066478
363,0.0020452835729233188
364,0.0018400447736334452
365,0.007707506293332028
366,0.0005486190981017779
367,0.0009725161566350941
368,0.0029570174697687197
369,0.0049715152227985575
370,4.973093982793095e-05
371,0.00022734143921339863
372,0.001756370493922958
373,0.0008280596171349137
374,0.0077722354531080656
375,0.0025615380911370783
376,0.0035743126276328785
377,0.00371166474715764
378,0.0016655917942370523
379,0.0025260159912599846
380,0.0025031239713391913
381,0.0022884126120820926
382,0.004018733566095182
383,0.001759528013912033
384,0.0014611423749444474
385,0.001363259255283123
386,0.0014856131548597784
387,0.00812824583187627
388,0.004261073225256686
389,0.0009843568565941253
390,0.004388163404816955
391,0.00349774276789781
392,0.004060570705950425
393,0.003244351788774543
394,0.0014508804349799536
395,0.0034527481080534913
396,0.0031077890492470497
397,0.0017413722739748518
398,0.0029136015699189385
399,0.0003299608388583355
