ID,Population
0,0.006446866437693842
1,0.0034685357079988666
2,0.003310659708545117
3,0.005250166361834424
4,0.0018850394334777635
5,0.004280018345191136
6,0.001986080073128163
7,0.004287122765166555
8,0.001300898235498892
9,0.0038308611267452203
10,0.0025441717311971658
11,0.0015400803746713218
12,0.005395412281331873
13,0.0034306454681299666
14,0.002140798552592837
15,0.00022970957920520485
16,0.002041336672936975
17,0.006169004678655244
18,0.0020642286928577685
19,0.0017650536738929143
20,0.0006796561776483897
21,0.005274637141749756
22,0.002612058410962278
23,0.0012322221757365113
24,0.0024818107114129347
25,0.001812416473729039
26,0.0037321886270866274
27,0.0013348415753814482
28,0.004669972063841897
29,0.0018432022936225201
30,0.0040132079061143
31,0.006440551397715692
32,0.002320777191970111
33,0.0016387528743299152
34,0.000656764157727596
35,0.004517621724369029
36,0.0035703657276465344
37,0.0005225695581919093
38,0.0041316149057046125
39,0.0029191272298998198
40,0.0039050628464884826
41,0.000204449419292605
42,0.0013593123552967793
43,0.0027328335505443957
44,0.0025299628912463282
45,0.0015858644145129092
46,0.001799786393772739
47,0.0028062458902903893
48,0.0019481898332592631
49,0.003565629447662922
50,0.0013948344551738727
51,0.0023065683520192737
52,0.00025023345913419224
53,0.0033359198684577173
54,0.0035214241678158723
55,0.001905563313406751
56,0.001778473133846483
57,0.0022884126120820926
58,0.007498320594055811
59,0.00264205485085849
60,0.002135272892611956
61,0.000780696817298789
62,0.00547908656104236
63,0.006442130157710229
64,0.0014635105149362537
65,0.0009551497966951817
66,0.0017445297939639268
67,0.0017303209540130895
68,0.0013885194151957228
69,0.0011051319961762434
70,0.0008683179969956197
71,0.0020902782327676373
72,0.002013708373032569
73,0.0025552230511589284
74,0.004761540143525071
75,0.002413134651650554
76,0.0023120940120001546
77,0.004481310244494666
78,0.0003631147987436228
79,0.002847293650148364
80,0.004450524424601186
81,0.002360246191833548
82,0.0018984588934313322
83,0.002494440791369235
84,0.001356944215304973
85,0.0013190539754360732
86,0.0039942627861798505
87,0.0012069620158239114
88,0.0060513870590622005
89,0.004576035844166916
90,0.0031583093690722495
91,0.008076146752056533
92,0.0035853639475946406
93,0.0017397935139803144
94,0.0011138151761461994
95,0.002878868850039114
96,0.0025489080111807784
97,0.002500755831347385
98,0.0054254087212280856
99,0.0008320065171212574
100,0.0021281684726365373
101,0.0017461085539584645
102,0.002921495369891626
103,0.003256981868730843
104,0.0017153227340649833
105,0.0012227496157692862
106,0.0028986033499708323
107,0.002381559451759804
108,0.002882026370028189
109,0.0025133859113036848
110,0.0015558679746166969
111,0.0015424485146631282
112,0.0017358466139939708
113,0.0029041290099517136
114,0.0011895956558839991
115,0.001725584674029477
116,0.003869540746611389
117,0.0042279192653713995
118,0.001877935013502345
119,0.0016687493142261273
120,0.00187477749351327
121,0.000753068517394383
122,0.003566418827660191
123,0.0030927908292989435
124,0.006098749858898325
125,0.0026815238507219277
126,0.0011674930159604742
127,0.0022347347722678178
128,0.004809692323358465
129,0.002791247670342283
130,0.00036548293873542905
131,0.0027399379705198147
132,0.001034877176419325
133,0.0020271278329861376
134,0.0016648024142397837
135,0.0012653761356217986
136,0.0020855419527840246
137,0.0013885194151957228
138,0.0026728406707519714
139,0.0010893443962308683
140,0.002211842752347024
141,0.000981988716602319
142,0.002125800332644731
143,0.0020823844327949497
144,0.004061360085947694
145,0.0007459640974189642
146,0.001595336974480134
147,0.002119485292666581
148,0.0011169726961352746
149,0.0045034128844181915
150,0.0030067484095966505
151,0.00039547937863164135
152,0.001186438135894924
153,0.005505136100952229
154,0.0006899181176128833
155,0.0016616448942507087
156,0.005940084479447307
157,0.0015195564947423346
158,0.0006283464778259212
159,0.002286833852087555
160,0.0016316484543544964
161,0.005795627939947127
162,0.001350629175326823
163,0.0019292447133248134
164,0.002559169951145272
165,0.002228419732289668
166,0.004047151245996856
167,0.0029301785498615823
168,0.0006149270178723525
169,0.0026633681107847466
170,0.0024020833316887916
171,0.00398242208622082
172,0.0009267321167935068
173,0.0007507003774025767
174,0.0024155027916423605
175,0.0033359198684577173
176,0.0014445653950018037
177,0.0015890219345019842
178,0.0016371741143353775
179,0.0019095102133930948
180,0.0013719424352530791
181,0.0020002889130790002
182,0.002518911571284566
183,0.0012559035756545735
